id,xmax,ymax,zmax,xmin,ymin,zmin,length,height,width,area,space,wall,door,window
3910112,-0.8831,2.7068000000000003,0.7432,-4.8891,-0.5822,-0.0,0.0,0.0,0.0,0,1,0,0,0
458524,1.4204,0.3309,12.7554,0.1001,-0.9516,12.0122,0.0,0.0,0.0,0,1,0,0,0
1319184,2.1142,5.417000000000001,13.7917,-3.7192,-2.6244,13.0485,0.0,0.0,0.0,0,1,0,0,0
3499315,-0.1803,2.4904,13.7917,-1.0782,0.561,13.0485,0.0,0.0,0.0,0,1,0,0,0
3499318,0.2861,2.4904,13.7917,-0.1193,0.561,13.0485,0.0,0.0,0.0,0,1,0,0,0
3499321,0.2861,0.5001,13.7917,-0.8526,0.0185,13.0485,0.0,0.0,0.0,0,1,0,0,0
3907982,-0.5084000000000001,0.0884,2.5842,-4.1306,-0.4603,1.841,0.0,0.0,0.0,0,1,0,0,0
3908041,-0.5084000000000001,0.0884,3.5047,-4.1306,-0.4603,2.7615,0.0,0.0,0.0,0,1,0,0,0
3908095,-0.5084000000000001,0.0884,4.4252,-4.1306,-0.4603,3.682,0.0,0.0,0.0,0,1,0,0,0
3908264,-0.5084000000000001,0.0884,5.345700000000001,-4.1306,-0.4603,4.6025,0.0,0.0,0.0,0,1,0,0,0
3908459,-0.5084000000000001,0.0884,6.2662,-4.1306,-0.4603,5.523,0.0,0.0,0.0,0,1,0,0,0
3908522,-0.5084000000000001,0.0884,7.1867,-4.1306,-0.4603,6.4435,0.0,0.0,0.0,0,1,0,0,0
3909339,-0.5084000000000001,0.0884,8.1072,-4.1306,-0.4603,7.364,0.0,0.0,0.0,0,1,0,0,0
3909576,-0.5084000000000001,0.0884,9.0277,-4.1306,-0.4603,8.284500000000001,0.0,0.0,0.0,0,1,0,0,0
3909798,-0.5084000000000001,0.0884,9.9482,-4.1306,-0.4603,9.205,0.0,0.0,0.0,0,1,0,0,0
3909982,-0.5084000000000001,0.0884,10.8687,-4.1306,-0.4603,10.1255,0.0,0.0,0.0,0,1,0,0,0
3910044,-0.5084000000000001,0.0884,11.7892,-4.1306,-0.4603,11.046,0.0,0.0,0.0,0,1,0,0,0
3910092,-0.5022,0.0884,12.7554,-3.7201,-0.4603,12.0122,0.0,0.0,0.0,0,1,0,0,0
3910128,0.9151,0.7973,0.7432,-0.8220999999999999,-2.1306000000000003,-0.0,0.0,0.0,0.0,0,1,0,0,0
3910144,-0.5084000000000001,0.0874,1.6637000000000002,-4.1306,-0.4613,0.9205,0.0,0.0,0.0,0,1,0,0,0
781715,-0.3011,-1.4661000000000002,12.7554,-1.246,-2.5482,12.0122,0.0,0.0,0.0,0,1,0,0,0
909462,-1.2765000000000002,-1.4357,12.7554,-2.2518,-2.5482,12.0122,0.0,0.0,0.0,0,1,0,0,0
2374165,-1.0827,-0.4603,0.7432,-4.142799999999999,-2.1519,-0.0,0.0,0.0,0.0,0,1,0,0,0
3910096,0.5499,-0.0486,12.7554,-1.8846,-1.4357,12.0122,0.0,0.0,0.0,0,1,0,0,0
