id,xmax,ymax,zmax,xmin,ymin,zmin,length,height,width,area,space,wall,door,window
418055,-12.4049400005461,5.83707923769244,9.05999999999967,-15.8902453070161,3.06566142022947,6.03999999999967,0.0,0.0,0.0,9.659237225648925,1,0,0,0
1079046,-12.4049400005461,5.83707923769244,15.0999999999997,-15.8902453070161,3.06566142022947,12.0799999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1079185,-12.4049400005461,5.83707923769244,18.1199999999997,-15.8902453070161,3.06566142022947,15.0999999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1079383,-12.4049400005461,5.83707923769244,21.1399999999997,-15.8902453070161,3.06566142022947,18.1199999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1079581,-12.4049400005461,5.83707923769244,24.1599999999997,-15.8902453070161,3.06566142022947,21.1399999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1107478,-12.4049400005461,5.83707923769244,27.1799999999997,-15.8902453070161,3.06566142022947,24.1599999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1107568,-12.4049400005461,5.83707923769244,30.1999999999997,-15.8902453070161,3.06566142022947,27.1799999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1107658,-12.4049400005461,5.83707923769244,33.2199999999997,-15.8902453070161,3.06566142022947,30.1999999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1395425,-12.4049400005461,5.83707923769244,3.01999999999967,-15.8902453070161,3.06566142022947,-7.796643330948432e-14,0.0,0.0,0.0,9.659237225648967,1,0,0,0
1400225,-12.4049400005461,5.83707923769244,6.03999999999967,-15.8902453070161,3.06566142022947,3.01999999999967,0.0,0.0,0.0,9.65923722564892,1,0,0,0
3912238,-12.4049400005461,5.83707923769244,12.0799999999997,-15.8902453070161,3.06566142022947,9.05999999999967,0.0,0.0,0.0,9.65923722564892,1,0,0,0
483293,0.687968624607157,5.83707923769244,9.05999999999967,-2.79733668186276,3.06566142022947,6.03999999999967,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1079086,0.687968624607157,5.83707923769244,15.0999999999997,-2.79733668186276,3.06566142022947,12.0799999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1079225,0.687968624607157,5.83707923769244,18.1199999999997,-2.79733668186276,3.06566142022947,15.0999999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1079423,0.687968624607157,5.83707923769244,21.1399999999997,-2.79733668186276,3.06566142022947,18.1199999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1079621,0.687968624607157,5.83707923769244,24.1599999999997,-2.79733668186276,3.06566142022947,21.1399999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1107518,0.687968624607157,5.83707923769244,27.1799999999997,-2.79733668186276,3.06566142022947,24.1599999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1107608,0.687968624607157,5.83707923769244,30.1999999999997,-2.79733668186276,3.06566142022947,27.1799999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1107698,0.687968624607157,5.83707923769244,33.2199999999997,-2.79733668186276,3.06566142022947,30.1999999999997,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1395439,0.687968624607157,5.83707923769244,3.01999999999967,-2.79733668186276,3.06566142022947,-7.796643330948432e-14,0.0,0.0,0.0,9.65923722564892,1,0,0,0
1400227,0.687968624607157,5.83707923769244,6.03999999999967,-2.79733668186276,3.06566142022947,3.01999999999967,0.0,0.0,0.0,9.65923722564892,1,0,0,0
3911870,0.687968624607157,5.83707923769244,12.0799999999997,-2.79733668186276,3.06566142022947,9.05999999999967,0.0,0.0,0.0,9.65923722564892,1,0,0,0
