ID,Xmin,Ymin,Xmax,Ymax,Zmin,Zmax,Area,Length,Height,Width,Space,Wall,Door,Window
35645119,-4.757642788,-55.56772587,-3.406893135,-52.28688598,3.264442446,6.990777869,1,0,1,1,0,0,0,1
35645219,-4.757642788,-55.64974687,-3.406893135,-52.36890698,11.46654218,15.19287761,1,0,1,1,0,0,0,1
35645319,-4.757642788,-55.64974687,-3.406893135,-52.36890698,19.66864192,23.39497734,1,0,1,1,0,0,0,1
35645419,-4.757642788,-55.64974687,-3.406893135,-52.36890698,27.87074166,31.59707708,1,0,1,1,0,0,0,1
35645519,-4.757642788,-55.64974687,-3.406893135,-52.36890698,36.0728414,39.79917682,1,0,1,1,0,0,0,1
35733519,34.62677029,30.71836337,47.73579553,31.37453134,-9.842519685,-0.492125984,0,3.771,3,0,0,1,0,0
35733619,34.62677029,18.25117176,35.28293827,31.04644736,-9.842519685,-0.492125984,0,3.8,3,0,0,1,0,0
35733719,34.95485428,18.25117176,47.73579553,18.90733974,-9.842519685,-0.492125984,0,3.771,3,0,0,1,0,0
35733819,46.91558556,18.57925575,47.73579553,31.04644736,-9.842519685,-0.492125984,0,3.8,3,0,0,1,0,0
35734819,46.89718712,18.25117176,47.7173971,31.41272384,0,7.709973753,0,3.812,2.35,0,0,1,0,0
35734919,34.60837185,30.75655586,47.30729211,31.41272384,0,7.709973753,0,3.771,2.5,0,0,1,0,0
35735019,34.60837185,18.25117176,35.26453983,31.08463985,0,7.709973753,0,3.812,2.5,0,0,1,0,0
35735119,34.93645584,18.25117176,47.30729211,18.90733974,-2.78E-16,7.709973753,0,3.771,2.5,0,0,1,0,0
35736119,39.93524486,15.69211665,42.70427374,19.67627914,-0.098425197,6.856955381,1.414,0,2.02,0.7,0,0,1,0
35736219,46.89718712,18.28936426,47.7173971,31.41272384,8.202099738,15.91207349,0,3.8,2.5,0,0,1,0,0
35736319,34.60837185,30.75655586,47.30729211,31.41272384,8.202099738,15.91207349,0,3.771,2.5,0,0,1,0,0
35736419,34.60837185,18.28936426,35.26453983,31.08463985,8.202099738,15.91207349,0,3.8,2.5,0,0,1,0,0
35736519,34.93645584,18.28936426,47.30729211,18.94553224,8.202099738,15.91207349,0,3.771,2.5,0,0,1,0,0
35736619,39.93524486,15.73030914,42.70427374,19.71447163,8.103674541,15.05905512,1.414,0,2.02,0.7,0,0,1,0
35737619,34.60837185,30.75655586,47.7173971,31.41272384,16.40419948,24.11417323,0,3.771,2.5,0,0,1,0,0
35737719,34.60837185,18.28936426,35.26453983,31.08463985,16.40419948,24.11417323,0,3.8,2.5,0,0,1,0,0
35737819,34.93645584,18.28936426,47.7173971,18.94553224,16.40419948,24.11417323,0,3.771,2.5,0,0,1,0,0
35737919,46.89718712,18.61744825,47.7173971,31.08463985,16.40419948,24.11417323,0,3.8,2.5,0,0,1,0,0
35738019,39.93524486,15.73030914,42.70427374,19.71447163,16.30577428,23.26115486,1.414,0,2.02,0.7,0,0,1,0
35739019,46.89718712,18.28936426,47.7173971,31.41272384,24.60629921,32.31627297,0,3.8,2.5,0,0,1,0,0
35739119,34.60837185,30.75655586,47.30729211,31.41272384,24.60629921,32.31627297,0,3.771,2.5,0,0,1,0,0
35739219,34.60837185,18.28936426,35.26453983,31.08463985,24.60629921,32.31627297,0,3.8,2.5,0,0,1,0,0
35739319,34.93645584,18.28936426,47.30729211,18.94553224,24.60629921,32.31627297,0,3.771,2.5,0,0,1,0,0
35740319,34.60837185,30.75655586,47.7173971,31.41272384,32.80839895,40.5183727,0,3.771,2.5,0,0,1,0,0
35740419,34.60837185,18.28936426,35.26453983,31.08463985,32.80839895,40.5183727,0,3.8,2.5,0,0,1,0,0
35740519,34.93645584,18.28936426,47.7173971,18.94553224,32.80839895,40.5183727,0,3.771,2.5,0,0,1,0,0
35740619,46.89718712,18.61744825,47.7173971,31.08463985,32.80839895,40.5183727,0,3.8,2.5,0,0,1,0,0
