id,area,level,name,perimeter,unbounded_height,classification
1107784,10.324971109881245,מ' 26 בניין 3- קומה 11,ח.שינה 4,1289.9980413478902,243.84,space
1107786,3.0306875582311044,מ' 26 בניין 3- קומה 11,ח.שירות,701.0564591265919,243.84,space
1107788,9.700737225648918,מ' 26 בניין 3- קומה 11,SR,1261.3446247865747,243.84,space
1107800,10.612972807377984,מ' 26 בניין 3- קומה 11,מטבח,1322.3901364618262,243.84,space
1107805,10.67992304873862,מ' 26 בניין 3- קומה 11,מטבח,1325.8513862351892,243.84,space
1107807,15.688766470863303,מ' 26 בניין 3- קומה 11,ח.דיור,1592.9453449073662,243.84,space
1107809,16.175819681546955,מ' 26 בניין 3- קומה 11,ח.דיור,1612.1410235864082,243.84,space
1107811,11.009999999999993,מ' 26 בניין 3- קומה 11,ח.שינה 1,1333.9999999999993,243.84,space
1107813,10.360000000000005,מ' 26 בניין 3- קומה 11,SR,1300.0000000000002,243.84,space
1107818,8.624126943033872,מ' 26 בניין 3- קומה 11,מטבח,1216.7230400000008,243.84,space
1107820,3.3631702542184527,מ' 26 בניין 3- קומה 11,מ.שירות,740.8044416166957,243.84,space
1107822,14.087676138991103,מ' 26 בניין 3- קומה 11,ח.דיור,1501.449183202959,243.84,space
1107825,7.2370670194814455,מ' 26 בניין 3- קומה 11,פ. אוכל,1087.3406251854,243.84,space
1107832,10.332917675776265,מ' 26 בניין 3- קומה 12,ח.שינה 3,1290.5367915780523,243.84,space
1107834,10.332917675724211,מ' 26 בניין 3- קומה 12,ח.שינה 4,1290.5367915745212,243.84,space
1107836,3.0306875582310857,מ' 26 בניין 3- קומה 12,ח.שירות,701.0564591265917,243.84,space
1107838,9.700737225648924,מ' 26 בניין 3- קומה 12,SR,1261.3446247865745,243.84,space
1107841,9.50611759429412,מ' 26 בניין 3- קומה 12,SR,1263.8012680572351,243.84,space
1107843,11.148220136089094,מ' 26 בניין 3- קומה 12,ח.שינה 1,1361.524327490163,243.84,space
1107845,3.42532481520441,מ' 26 בניין 3- קומה 12,ח.שירות,770.6646624010374,243.84,space
1107849,9.626597384848615,מ' 26 בניין 3- קומה 12,SR,1272.5998115206191,243.84,space
1107853,0.937609829702766,מ' 26 בניין 3- קומה 12,מטבח,430.9819135100345,243.84,space
1107854,9.933266188171629,מ' 26 בניין 3- קומה 12,מטבח,1285.7325631442593,243.84,space
1107859,10.251458240789283,מ' 26 בניין 3- קומה 12,ח.דיור,1316.0823731372234,243.84,space
1107863,3.4364011864131934,מ' 26 בניין 3- קומה 12,ח.שירות,770.8259595371859,243.84,space
1107865,13.897881922465157,מ' 26 בניין 3- קומה 12,ח.שינה 1,1680.6911554814883,243.84,space
1107867,10.33291767577626,מ' 26 בניין 3- קומה 12,ח.שינה 3,1290.536791578052,243.84,space
1107869,13.897881922465157,מ' 26 בניין 3- קומה 12,ח.שינה 1,1680.6911554814883,243.84,space
1107873,15.239402126571235,מ' 26 בניין 3- קומה 12,ח.דיור,1570.354811923326,243.84,space
1107874,10.332917675724195,מ' 26 בניין 3- קומה 12,ח.שינה 4,1290.5367915745217,243.84,space
1107876,3.0306875582310804,מ' 26 בניין 3- קומה 12,ח.שירות,701.0564591265912,243.84,space
1107878,9.700737225648929,מ' 26 בניין 3- קומה 12,SR,1261.3446247865747,243.84,space
1107890,10.255621560786341,מ' 26 בניין 3- קומה 12,מטבח,1296.3383537044265,243.84,space
1107895,10.330387558524402,מ' 26 בניין 3- קומה 12,מטבח,1300.3383537044253,243.84,space
1107897,15.164636128832706,מ' 26 בניין 3- קומה 12,ח.דיור,1566.3548119233192,243.84,space
1107899,16.175819681546837,מ' 26 בניין 3- קומה 12,ח.דיור,1612.1410235863993,243.84,space
1107901,11.01,מ' 26 בניין 3- קומה 12,ח.שינה 1,1333.9999999999989,243.84,space
1107903,10.304000000000043,מ' 26 בניין 3- קומה 12,SR,1296.0000000000025,243.84,space
1107908,8.34762470075036,מ' 26 בניין 3- קומה 12,מטבח,1169.1691200007906,243.84,space
1107912,13.871574684152906,מ' 26 בניין 3- קומה 12,ח.דיור,1489.7430399999973,243.84,space
1107915,7.696551765928403,מ' 26 בניין 3- קומה 12,פ. אוכל,1073.9389283883688,243.84,space
1121338,9.636182881769287,מ' 26 בניין 3- קומה 13,SR,1248.4640444345762,243.84,space
1226831,10.596767055154684,מ' 26 בניין 3- קומה 6,מטבח,1320.2384389852373,243.84,space
1226834,15.874587918716125,מ' 26 בניין 3- קומה 6,ח.דיור,1600.851895023993,243.84,space
1316032,16.219896733081534,מ' 26 בניין 3- קומה 12,מטבח,1645.4289345976854,243.84,space
1319184,310.7848054305945,מ' 26 בניין 3- קומת גג,ח.משאבות,12965.956324387504,243.84,space
1395425,9.711637178529122,מ' 26 בניין 3- קומת קרקע,SR,1261.3446247865782,266.4850479155059,space
1395427,17.9345071076117,מ' 26 בניין 3- קומת קרקע,מטבח,2790.60333544132,243.84,space
1395429,10.324971109932935,מ' 26 בניין 3- קומת קרקע,ח.שינה 3,1289.9980413513858,243.84,space
1395431,13.88817024961417,מ' 26 בניין 3- קומת קרקע,ח.שינה 1,1889.9546660861095,243.84,space
1395433,3.030687558231091,מ' 26 בניין 3- קומת קרקע,ח.שירות,701.0564591265918,243.84,space
1395435,10.324971109933339,מ' 26 בניין 3- קומת קרקע,ח.שינה 3,1289.9980413514131,243.84,space
1395437,10.324971109881622,מ' 26 בניין 3- קומת קרקע,ח.שינה 4,1289.998041347903,243.84,space
1395439,9.70084801646977,מ' 26 בניין 3- קומת קרקע,SR,1261.344624786575,243.84,space
1395441,3.0306875582310804,מ' 26 בניין 3- קומת קרקע,ח.שירות,701.0564591265912,243.84,space
1395443,22.909248104717054,מ' 26 בניין 3- קומת קרקע,ח.דיור,2474.721774893946,243.84,space
1395447,6.868603091310548,מ' 26 בניין 3- קומת קרקע,דואר,1105.8780845712315,243.84,space
1395449,23.40586660632296,מ' 26 בניין 3- קומת קרקע,מועדון דיירים,2111.523989169622,243.84,space
1395451,23.736217079691517,מ' 26 בניין 3- קומת קרקע,חדר מחזור אשפה,2129.2274669380095,243.84,space
1395453,9.735855468899986,מ' 26 בניין 3- קומת קרקע,ח.עגלות,1262.1962293606873,243.84,space
1395457,13.895976678773469,מ' 26 בניין 3- קומת קרקע,ח.שינה 1,1680.6928758773902,243.84,space
1395459,16.54150825938437,מ' 26 בניין 3- קומת קרקע,ח.דיור,1637.036783302566,243.84,space
1395463,23.920169708297202,מ' 26 בניין 3- קומת קרקע,מחסן אופניים,2656.584285609626,243.84,space
1400224,9.661353954723689,מ' 26 בניין 3- קומה 1,SR,1272.0610612939754,243.84,space
1400225,9.700737225648917,מ' 26 בניין 3- קומה 1,SR,1261.3446247865745,243.84,space
