id,length,level,mark,unconnected_height,classification
375527,325.2693751133223,,,336.0,wall
375533,192.76937511332235,,,302.9999999999749,wall
375534,483.74845995443724,,,337.0,wall
375535,60.14924471361003,,,302.0,wall
375536,483.7484599544372,,,302.0,wall
388104,1076.7235103910798,,,335.00000000000006,wall
388106,1063.510414443156,,,340.0000000000007,wall
388374,170.51184616537876,,,339.9999999999989,wall
388375,535.6853605265591,,,340.0000000000007,wall
388376,342.0868760322709,,,340.0000000000007,wall
388377,80.12315116977555,,,335.00000000000006,wall
388378,653.4856653255646,,,340.0000000000007,wall
388379,709.4024049757539,,,339.9999999999998,wall
388382,378.59024047099047,,,320.0000000000104,wall
388383,302.5000000000001,,,305.2060672573903,wall
388384,155.08480249988241,,,320.40070329369934,wall
388385,344.08480249988156,,,300.00000000001063,wall
388386,362.5,,,330.00000000000034,wall
388387,329.5869976733205,,,330.00000000000034,wall
388388,362.5,,,301.00000000000085,wall
388389,383.4856653255645,,,301.00000000000085,wall
388390,269.9999999999998,,,300.00000000001063,wall
388500,1059.084802499884,,,335.00000000000006,wall
392641,225.74623373195573,,,2719.500000000016,wall
437218,383.4999999999993,,,299.9999999999994,wall
438005,279.209665289322,,,320.0000000000104,wall
438280,391.99999999999994,,,299.9999999999994,wall
452665,698.4999999999952,,,339.9999999999998,wall
459181,461.15389868928577,,,321.0000000000206,wall
459256,526.512012187009,,,19.999999999999783,wall
459682,849.3831124372447,,,19.999999999999783,wall
509276,290.7306248866808,,,157.9373064878932,wall
509277,550.0030463288754,,,204.40867441720823,wall
509278,294.73062488668086,,,157.9373064878932,wall
509279,360.0,,,190.9373064878935,wall
509280,80.00000000000033,,,157.9373064878932,wall
509964,1094.0846665392899,,,161.19513741561278,wall
510109,271.1700113095971,,,157.99999999999997,wall
510192,573.6158130474458,,,157.99999999999997,wall
510288,1208.5282295632717,,,157.99999999999997,wall
510382,331.6182832744426,,,157.99999999999997,wall
510764,530.1584604174566,,,157.99999999999997,wall
510872,352.0000000000004,,,163.00000000000057,wall
510964,150.20003158705578,,,114.20201158928312,wall
511050,419.672686466691,,,157.99999999999997,wall
511159,1785.6434443056073,,,157.9999999999997,wall
511702,270.0,,,299.9999999999994,wall
540755,388.51880502950456,,,50.500000000012506,wall
542743,136.81912052272915,,,302.0,wall
546117,396.17979521049733,,,341.00000000002296,wall
548660,289.7306248866807,,,302.0,wall
549467,289.9999999999997,,,302.0,wall
551724,294.99999999999983,,,302.0,wall
551832,159.06758403335755,,,302.0,wall
563957,235.06169990800706,,,302.0,wall
586448,294.99999999999864,,,337.00000000000006,wall
590175,289.7306248866812,,,302.0,wall
590177,79.99999999999979,,,302.0,wall
590178,80.49095675501688,,,302.0,wall
590179,669.2574241709078,,,317.0,wall
590180,82.99095675501778,,,337.0,wall
590181,82.99095675501772,,,337.0,wall
590182,77.99095675501691,,,302.0,wall
590185,49.99999999999992,,,302.0,wall
590186,49.99999999999993,,,302.0,wall
590187,159.06758403335786,,,302.0,wall
590191,289.730624886681,,,302.0,wall
590193,289.9999999999999,,,302.0,wall
590200,135.50904324498245,,,302.0,wall
590201,159.06758403335775,,,302.0,wall
590213,235.0616999080079,,,302.0,wall
598474,383.49999999999983,,,320.0000000000104,wall
607437,155.0848024998826,,,302.0,wall
618387,228.64709655764466,,,51.500000000016875,wall
623048,213.02822956329578,,,51.50000000000995,wall
641483,76.576879810781,,,52.034255038928194,wall
642863,69.60100191611903,,,157.99999999999997,wall
642932,228.31297885887867,,,157.99999999999997,wall
643209,156.70003158705734,,,129.00000000001486,wall
649509,164.01211694290959,,,337.0,wall
649510,546.6137334690081,,,303.0,wall
649511,354.0000008465043,,,302.0,wall
649512,87.76115167875395,,,302.0,wall
649513,633.0726847104719,,,302.0,wall
649514,706.1893090278306,,,302.0,wall
649515,142.50000000000463,,,302.0,wall
649516,133.5554670904427,,,303.0,wall
649517,378.5305306469895,,,317.0,wall
649519,566.0000000000024,,,286.99999999997493,wall
649872,899.5233841941779,,,301.99999999996714,wall
679288,170.51211694293227,,,302.0,wall
679289,372.9306518638372,,,302.0,wall
679290,342.49999999997726,,,301.99999999999966,wall
679291,80.1231117927276,,,302.0,wall
679292,224.00000000000003,,,302.0,wall
679293,708.2044020199796,,,302.0,wall
679294,90.49999999999719,,,302.0,wall
679295,129.4878830570791,,,302.0,wall
679296,378.53053064699026,,,302.0,wall
679297,300.00000000001364,,,302.0,wall
679298,607.9999999999999,,,302.0,wall
679299,117.11711575285338,,,266.99999999999994,wall
679300,357.4985203799722,,,302.0,wall
679301,329.99999999997715,,,267.0000000000019,wall
679302,77.50000000000014,,,302.0,wall
679304,239.99999999998963,,,267.0000000000331,wall
679311,101.62343652360519,,,302.0,wall
679657,155.0848024998826,,,302.0,wall
680076,170.51211694293227,,,302.0,wall
680077,372.9306518638372,,,302.0,wall
680078,342.49999999997726,,,301.9999999999998,wall
680079,80.1231117927276,,,302.0,wall
680080,224.00000000000003,,,302.0,wall
680081,708.2044020199796,,,302.0,wall
680082,90.49999999999719,,,302.0,wall
680083,129.4878830570791,,,302.0,wall
680084,378.53053064699026,,,302.0,wall
680085,300.00000000001364,,,302.0,wall
680086,607.9999999999999,,,302.0,wall
680087,117.11711575285338,,,266.99999999999994,wall
680088,357.4985203799722,,,302.0,wall
680089,329.99999999997715,,,267.0000000000019,wall
680090,77.50000000000014,,,302.0,wall
680092,239.99999999998963,,,267.0000000000331,wall
680099,101.62343652360519,,,302.0,wall
680445,155.0848024998826,,,302.0,wall
680864,170.51211694293227,,,302.0,wall
680865,372.9306518638372,,,302.0,wall
680866,342.49999999997726,,,302.0000000000002,wall
680867,80.1231117927276,,,302.0,wall
680868,224.00000000000003,,,302.0,wall
680869,708.2044020199796,,,302.0,wall
680870,90.49999999999719,,,302.0,wall
680871,129.4878830570791,,,302.0,wall
680872,378.53053064699026,,,302.0,wall
680873,300.00000000001364,,,302.0,wall
680874,607.9999999999999,,,302.0,wall
680875,117.11711575285338,,,266.99999999999994,wall
680876,357.4985203799722,,,302.0,wall
680877,329.99999999997715,,,267.0000000000019,wall
680878,77.50000000000014,,,302.0,wall
680880,239.99999999998963,,,267.0000000000331,wall
680887,101.62343652360519,,,302.0,wall
681233,155.0848024998826,,,302.0,wall
681652,170.51211694293227,,,302.0,wall
681653,372.9306518638372,,,302.0,wall
681654,342.49999999997726,,,302.00000000000085,wall
681655,80.1231117927276,,,302.0,wall
681656,224.00000000000003,,,302.0,wall
681657,708.2044020199796,,,302.0,wall
681658,90.49999999999719,,,302.0,wall
681659,129.4878830570791,,,302.0,wall
681660,378.53053064699026,,,302.0,wall
681661,300.00000000001364,,,302.0,wall
681662,607.9999999999999,,,302.0,wall
681663,117.11711575285338,,,266.99999999999994,wall
681664,357.4985203799722,,,302.0,wall
681665,329.99999999997715,,,267.0000000000019,wall
681666,77.50000000000014,,,302.0,wall
681668,239.99999999998963,,,267.0000000000331,wall
681675,101.62343652360519,,,302.0,wall
682021,155.0848024998826,,,302.0,wall
682440,170.51211694293227,,,302.0,wall
682441,372.9306518638372,,,302.0,wall
682442,342.49999999997726,,,302.0000000000002,wall
682443,80.1231117927276,,,302.0,wall
682444,224.00000000000003,,,302.0,wall
682445,708.2044020199796,,,302.0,wall
682446,90.49999999999719,,,302.0,wall
682447,129.4878830570791,,,302.0,wall
682448,378.53053064699026,,,302.0,wall
682449,300.00000000001364,,,302.0,wall
682450,607.9999999999999,,,302.0,wall
682451,117.11711575285338,,,266.99999999999994,wall
682452,357.4985203799722,,,302.0,wall
682453,329.99999999997715,,,267.0000000000019,wall
682454,77.50000000000014,,,302.0,wall
682456,239.99999999998963,,,267.0000000000331,wall
682463,101.62343652360519,,,302.0,wall
682544,325.2693751133251,,,302.00000000003325,wall
682545,759.0675840333577,,,302.0,wall
682546,325.2693751133248,,,302.0000000000013,wall
682547,289.7306248866809,,,302.0,wall
682550,60.00000000000217,,,302.0,wall
682551,484.06758403335743,,,302.0,wall
682552,60.00000000000217,,,302.0,wall
682553,484.0675840333574,,,302.0,wall
682554,69.99095675501445,,,302.0,wall
682555,673.938300091993,,,302.0,wall
682556,67.4909567550155,,,302.0,wall
682557,67.49095675501496,,,302.0,wall
682558,67.49095675501448,,,302.0,wall
682559,247.76937511331974,,,302.0,wall
682560,242.50000000000063,,,302.0,wall
682562,50.000000000000085,,,302.0,wall
682563,45.00000000000006,,,302.0,wall
682770,289.7306248866807,,,302.0,wall
682772,294.99999999999966,,,302.0,wall
682779,294.99999999999983,,,302.0,wall
682780,159.06758403335755,,,302.0,wall
682793,232.56169990800709,,,302.0,wall
682809,155.0848024998826,,,302.0,wall
683228,170.51211694293227,,,302.0,wall
683229,372.9306518638372,,,302.0,wall
683230,342.49999999997726,,,301.9999999999998,wall
683231,80.1231117927276,,,302.0,wall
683232,224.00000000000003,,,302.0,wall
683233,708.2044020199796,,,302.0,wall
683234,90.49999999999719,,,302.0,wall
683235,129.4878830570791,,,302.0,wall
683236,378.53053064699026,,,302.0,wall
683237,300.00000000001364,,,302.0,wall
683238,607.9999999999999,,,302.0,wall
683239,117.11711575285338,,,266.99999999999994,wall
683240,357.4985203799722,,,302.0,wall
683241,329.99999999997715,,,267.0000000000019,wall
683242,77.50000000000014,,,302.0,wall
683244,239.99999999998963,,,267.0000000000331,wall
683251,101.62343652360519,,,302.0,wall
683597,155.0848024998826,,,302.0,wall
684016,170.51211694293227,,,302.0,wall
684017,372.9306518638372,,,302.0,wall
684018,342.49999999997726,,,301.9999999999998,wall
684019,80.1231117927276,,,302.0,wall
684020,224.00000000000003,,,302.0,wall
684021,708.2044020199796,,,302.0,wall
684022,90.49999999999719,,,302.0,wall
684023,129.4878830570791,,,302.0,wall
684024,378.53053064699026,,,302.0,wall
684025,300.00000000001364,,,302.0,wall
684026,607.9999999999999,,,302.0,wall
684027,117.11711575285338,,,266.99999999999994,wall
684028,357.4985203799722,,,302.0,wall
684029,329.99999999997715,,,267.0000000000019,wall
684030,77.50000000000014,,,302.0,wall
684032,239.99999999998963,,,267.0000000000331,wall
684039,101.62343652360519,,,302.0,wall
684385,155.0848024998826,,,302.0,wall
684804,170.51211694293227,,,302.0,wall
684805,372.9306518638372,,,302.0,wall
684806,342.49999999997726,,,302.0000000000002,wall
684807,80.1231117927276,,,302.0,wall
684808,224.00000000000003,,,302.0,wall
684809,708.2044020199796,,,302.0,wall
684810,90.49999999999719,,,302.0,wall
684811,129.4878830570791,,,302.0,wall
684812,378.53053064699026,,,302.0,wall
684813,300.00000000001364,,,302.0,wall
684814,607.9999999999999,,,302.0,wall
684815,117.11711575285338,,,266.99999999999994,wall
684816,357.4985203799722,,,302.0,wall
684817,329.99999999997715,,,267.0000000000019,wall
684818,77.50000000000014,,,302.0,wall
684820,239.99999999998963,,,267.0000000000331,wall
684827,101.62343652360519,,,302.0,wall
685173,155.0848024998826,,,302.0,wall
685592,170.51211694293227,,,302.0,wall
685593,372.9306518638372,,,302.0,wall
685594,342.49999999997726,,,302.0000000000323,wall
685595,80.1231117927276,,,302.0,wall
685596,224.00000000000003,,,302.0,wall
685597,708.2044020199796,,,302.0,wall
685598,90.49999999999719,,,302.0,wall
685599,129.4878830570791,,,302.0,wall
685600,378.53053064699026,,,302.0,wall
685601,300.00000000001364,,,302.0,wall
685602,607.9999999999999,,,302.0,wall
685603,117.11711575285338,,,266.99999999999994,wall
685604,357.4985203799722,,,302.0,wall
685605,329.99999999997715,,,267.0000000000019,wall
685606,77.50000000000014,,,302.0,wall
685608,239.99999999998963,,,267.0000000000331,wall
685615,101.62343652360519,,,302.0,wall
685961,155.0848024998826,,,302.0,wall
686257,567.3464379410304,,,315.0,wall
686258,989.9999999999999,,,314.9999999999997,wall
686259,152.2210420723585,,,289.9999999999988,wall
686260,295.6700113094917,,,315.0,wall
686261,629.6085631897389,,,315.0,wall
686262,367.4999999999996,,,302.0,wall
686263,372.76839578990865,,,267.00000000000057,wall
686264,372.7683957881452,,,267.00000000000057,wall
686265,220.54735371394833,,,302.0,wall
686266,610.0000000000001,,,269.9999999999995,wall
686267,115.00000000000905,,,302.0,wall
686268,390.5268349385883,,,302.0,wall
686269,112.67175193336242,,,269.9999999999995,wall
686270,180.0000000000001,,,302.0,wall
686271,112.67175193336249,,,302.0,wall
686272,72.57804224332287,,,302.0,wall
686273,286.8313833151108,,,269.9999999999995,wall
686274,606.4999999999998,,,267.00000000000017,wall
686275,470.6393585808587,,,317.00000000000006,wall
686276,114.99999999110344,,,302.0,wall
686278,604.0000000000001,,,317.00000000000006,wall
686279,382.0305306469912,,,269.9999999999995,wall
686280,218.0282295632956,,,291.00000000000335,wall
686281,141.22104207225038,,,317.00000000000006,wall
686282,185.18857500033687,,,315.0,wall
686283,218.02822956329572,,,302.0,wall
686284,299.64178174629626,,,315.0,wall
686285,275.53053064698935,,,269.99999999999903,wall
688311,170.51211694293292,,,315.0,wall
688312,372.661276750515,,,315.0,wall
688313,339.58702023138085,,,316.9999999999987,wall
688314,77.62311179272763,,,315.0,wall
688315,246.6470965576445,,,317.00000000000006,wall
688316,708.2044020199792,,,317.00000000000006,wall
688317,118.00000000000078,,,315.0,wall
688318,129.4878830570653,,,314.99999999999966,wall
688319,378.7999057603125,,,314.99999999999966,wall
688320,299.99999999999983,,,317.00000000000006,wall
688321,580.4999999999965,,,269.99999999999943,wall
688322,114.09913717431517,,,269.9999999999995,wall
688323,359.99852037997226,,,302.0,wall
688324,327.0870202313806,,,267.00000000000017,wall
688325,77.4999999999999,,,302.0,wall
688326,240.41297976859292,,,269.9999999999995,wall
688327,240.4129797685929,,,269.9999999999995,wall
688334,101.35406141028297,,,302.0,wall
688369,155.0848024998826,,,302.0,wall
696047,167.70003158706012,,,302.0,wall
696234,167.70003158706012,,,302.0,wall
696237,167.70003158706012,,,302.0,wall
696240,167.70003158706012,,,302.0,wall
696243,167.70003158706012,,,302.0,wall
696246,167.70003158706012,,,302.0,wall
696249,167.70003158706012,,,302.0,wall
696252,167.70003158706012,,,302.0,wall
696255,167.70003158706012,,,302.0,wall
696258,167.70003158706012,,,302.0,wall
696429,167.70003158706012,,,314.99999999999966,wall
696628,167.70003158706012,,,289.965744961072,wall
698318,184.00000000000009,,,1831.9999999999745,wall
699237,160.20003158706032,,,337.0000000000331,wall
700639,184.00000000000009,,,1791.999999999986,wall
700956,184.00000000000009,,,2051.5000000000377,wall
701848,232.99999999999977,,,2376.500000000033,wall
704566,220.1937325107609,,,1248.0000000000289,wall
705555,170.00343065860127,,,1786.9999999999627,wall
706322,156.9575714957359,,,2064.0000000000323,wall
707924,71.35897383922143,,,15.000000000000055,wall
707974,237.00000000000946,,,12.999999999999643,wall
708941,190.0034306586017,,,64.99999999999994,wall
715631,238.0000000000056,,,64.00000000000364,wall
717537,63.999999999999744,,,1241.703689290524,wall
718488,56.50000000000058,,,2378.786048446843,wall
720199,582.999999999971,,,40.00000000000043,wall
720419,77.4065191383894,,,67.00000000000556,wall
725273,560.3464379411112,,,302.0,wall
725274,990.000000000003,,,302.0,wall
725275,151.95166695903671,,,302.0,wall
725276,277.1700113095949,,,302.0,wall
725277,629.3391881618024,,,302.0,wall
725278,367.49999999999983,,,267.0,wall
725279,372.4990206766463,,,267.0,wall
725280,372.49902067485255,,,267.0,wall
725281,220.54735371394983,,,267.0,wall
725282,610.0000000000028,,,267.0,wall
725283,114.9999999911425,,,267.0,wall
725284,390.52683493858854,,,267.0,wall
725285,112.94112705554933,,,267.0,wall
725286,180.0,,,267.0,wall
725287,112.94112705554925,,,267.0,wall
725288,72.84741727125818,,,267.0,wall
725289,286.85588004332476,,,267.0,wall
725290,606.4999999999994,,,267.0,wall
725291,470.12097328748047,,,302.0,wall
725292,114.9999999911039,,,267.0,wall
725294,603.9999999999999,,,302.0,wall
725295,382.03053064699134,,,302.0,wall
725296,225.52822956329553,,,302.0,wall
725297,169.45166695789231,,,302.0,wall
725298,185.45795011365945,,,302.0,wall
725299,200.52822956329408,,,267.0,wall
725300,309.6417817462962,,,302.0,wall
725301,106.50000000000178,,,302.0,wall
726549,560.3464379411112,,,302.0,wall
726550,990.000000000003,,,302.0,wall
726551,151.95166695903671,,,302.0,wall
726552,277.1700113095949,,,302.0,wall
726553,629.6085632751228,,,302.0,wall
726554,367.49999999999983,,,267.0,wall
726555,372.4990206766463,,,267.0,wall
726556,372.49902067485255,,,267.0,wall
726557,220.54735371394983,,,267.0,wall
726558,610.0000000000028,,,267.0,wall
726559,114.9999999911425,,,267.0,wall
726560,390.52683493858854,,,267.0,wall
726561,112.94112705554933,,,267.0,wall
726562,180.0,,,267.0,wall
726563,112.94112705554925,,,267.0,wall
726564,72.84741727125824,,,267.0,wall
726565,286.85588004332476,,,267.0,wall
726566,606.4999999999994,,,267.0,wall
726567,470.12097328748047,,,302.0,wall
726568,114.9999999911039,,,267.0,wall
726570,603.9999999999999,,,302.0,wall
726571,382.03053064699134,,,302.0,wall
726572,225.52822956329553,,,302.0,wall
726573,169.45166695789231,,,302.0,wall
726574,185.45795011365945,,,302.0,wall
726575,200.52822956329408,,,267.0,wall
726576,309.6417817462962,,,302.0,wall
726577,106.50000000000178,,,302.0,wall
726649,560.3464379411112,,,302.0,wall
726650,990.000000000003,,,302.0,wall
726651,151.95166695903671,,,302.0,wall
726652,277.1700113095949,,,302.0,wall
726653,629.3391881618024,,,302.0,wall
726654,367.49999999999983,,,267.0,wall
726655,372.4990206766463,,,267.0,wall
726656,372.49902067485255,,,267.0,wall
726657,220.54735371394983,,,267.0,wall
726658,610.0000000000028,,,267.0,wall
726659,114.9999999911425,,,267.0,wall
726660,390.52683493858854,,,267.0,wall
726661,112.94112705554933,,,267.0,wall
726662,180.0,,,267.0,wall
726663,112.94112705554925,,,267.0,wall
726664,72.84741727125818,,,267.0,wall
726665,286.85588004332476,,,267.0,wall
726666,606.4999999999994,,,267.0,wall
726667,470.6393585808599,,,302.0,wall
726668,114.9999999911039,,,267.0,wall
726670,603.9999999999999,,,302.0,wall
726671,382.03053064699134,,,302.0,wall
726672,225.52822956329553,,,302.0,wall
726673,169.45166695789231,,,302.0,wall
726674,185.45795011365945,,,302.0,wall
726675,200.52822956329408,,,267.0,wall
726676,309.6417817462962,,,302.0,wall
726677,106.50000000000178,,,302.0,wall
726788,560.3464379411112,,,302.0,wall
726789,990.000000000003,,,302.0,wall
726790,151.95166695903671,,,302.0,wall
726791,277.1700113095949,,,302.0,wall
726792,629.6085632751228,,,302.0,wall
726793,367.49999999999983,,,267.0,wall
726794,372.4990206766463,,,267.0,wall
726795,372.49902067485255,,,267.0,wall
726796,220.54735371394983,,,267.0,wall
726797,610.0000000000028,,,267.0,wall
726798,114.9999999911425,,,267.0,wall
726799,390.52683493858854,,,267.0,wall
726800,112.94112705554933,,,267.0,wall
726801,180.0,,,267.0,wall
726802,112.94112705554925,,,267.0,wall
726803,72.84741727125824,,,267.0,wall
726804,286.85588004332476,,,267.0,wall
726805,606.4999999999994,,,267.0,wall
726806,470.12097328748047,,,302.0,wall
726807,114.9999999911039,,,267.0,wall
726809,603.9999999999999,,,302.0,wall
726810,382.03053064699134,,,302.0,wall
726811,225.52822956329553,,,302.0,wall
726812,169.45166695789231,,,302.0,wall
726813,185.45795011365945,,,302.0,wall
726814,200.52822956329408,,,267.0,wall
726815,309.6417817462962,,,302.0,wall
726816,106.50000000000178,,,302.0,wall
726888,560.3464379411112,,,302.0,wall
726889,990.000000000003,,,302.0,wall
726890,151.95166695903671,,,302.0,wall
726891,277.1700113095949,,,302.0,wall
726892,629.3391881618024,,,302.0,wall
726893,367.49999999999983,,,267.0,wall
726894,372.4990206766463,,,267.0,wall
726895,372.49902067485255,,,267.0,wall
726896,220.54735371394983,,,267.0,wall
726897,610.0000000000028,,,267.0,wall
726898,114.9999999911425,,,267.0,wall
726899,390.52683493858854,,,267.0,wall
726900,112.94112705554933,,,267.0,wall
726901,180.0,,,267.0,wall
726902,112.94112705554925,,,267.0,wall
726903,72.84741727125818,,,267.0,wall
726904,286.85588004332476,,,267.0,wall
726905,606.4999999999994,,,267.0,wall
726906,470.6393585808599,,,302.0,wall
726907,114.9999999911039,,,267.0,wall
726909,603.9999999999999,,,302.0,wall
726910,382.03053064699134,,,302.0,wall
726911,225.52822956329553,,,302.0,wall
726912,169.45166695789231,,,302.0,wall
726913,185.45795011365945,,,302.0,wall
726914,200.52822956329408,,,267.0,wall
726915,309.6417817462962,,,302.0,wall
726916,106.50000000000178,,,302.0,wall
727027,560.3464379411112,,,302.0,wall
727028,990.000000000003,,,302.0,wall
727029,151.95166695903671,,,302.0,wall
727030,277.1700113095949,,,302.0,wall
727031,629.6085632751228,,,302.0,wall
727032,367.49999999999983,,,267.0,wall
727033,372.4990206766463,,,267.0,wall
727034,372.49902067485255,,,267.0,wall
727035,220.54735371394983,,,267.0,wall
727036,610.0000000000028,,,267.0,wall
727037,114.9999999911425,,,267.0,wall
727038,390.52683493858854,,,267.0,wall
727039,112.94112705554933,,,267.0,wall
727040,180.0,,,267.0,wall
727041,112.94112705554925,,,267.0,wall
727042,72.84741727125824,,,267.0,wall
727043,286.85588004332476,,,267.0,wall
727044,606.4999999999994,,,267.0,wall
727045,470.12097328748047,,,302.0,wall
727046,114.9999999911039,,,267.0,wall
727048,603.9999999999999,,,302.0,wall
727049,382.03053064699134,,,302.0,wall
727050,225.52822956329553,,,302.0,wall
727051,169.45166695789231,,,302.0,wall
727052,185.45795011365945,,,302.0,wall
727053,200.52822956329408,,,267.0,wall
727054,309.6417817462962,,,302.0,wall
727055,106.50000000000178,,,302.0,wall
727127,560.3464379411112,,,302.0,wall
727128,990.000000000003,,,302.0,wall
727129,151.95166695903671,,,302.0,wall
727130,277.1700113095949,,,302.0,wall
727131,629.3391881618024,,,302.0,wall
727132,367.49999999999983,,,267.0,wall
727133,372.4990206766463,,,267.0,wall
727134,372.49902067485255,,,267.0,wall
727135,220.54735371394983,,,267.0,wall
727136,610.0000000000028,,,267.0,wall
727137,114.9999999911425,,,267.0,wall
727138,390.52683493858854,,,267.0,wall
727139,112.94112705554933,,,267.0,wall
727140,180.0,,,267.0,wall
727141,112.94112705554925,,,267.0,wall
727142,72.84741727125818,,,267.0,wall
727143,286.85588004332476,,,267.0,wall
727144,606.4999999999994,,,267.0,wall
727145,470.6393585808599,,,302.0,wall
727146,114.9999999911039,,,267.0,wall
727148,603.9999999999999,,,302.0,wall
727149,382.03053064699134,,,302.0,wall
727150,225.52822956329553,,,302.0,wall
727151,169.45166695789231,,,302.0,wall
727152,185.45795011365945,,,302.0,wall
727153,200.52822956329408,,,267.0,wall
727154,309.6417817462962,,,302.0,wall
727155,106.50000000000178,,,302.0,wall
727266,560.3464379411112,,,302.0,wall
727267,990.000000000003,,,302.0,wall
727268,151.95166695903671,,,302.0,wall
727269,277.1700113095949,,,302.0,wall
727270,629.6085632751228,,,302.0,wall
727271,367.49999999999983,,,267.0,wall
727272,372.4990206766463,,,267.0,wall
727273,372.49902067485255,,,267.0,wall
727274,220.54735371394983,,,267.0,wall
727275,610.0000000000028,,,267.0,wall
727276,114.9999999911425,,,267.0,wall
727277,390.52683493858854,,,267.0,wall
727278,112.94112705554933,,,267.0,wall
727279,180.0,,,267.0,wall
727280,112.94112705554925,,,267.0,wall
727281,72.84741727125824,,,267.0,wall
727282,286.85588004332476,,,267.0,wall
727283,606.4999999999994,,,267.0,wall
727284,470.12097328748047,,,302.0,wall
727285,114.9999999911039,,,267.0,wall
727287,603.9999999999999,,,302.0,wall
727288,382.03053064699134,,,302.0,wall
727289,225.52822956329553,,,302.0,wall
727290,169.45166695789231,,,302.0,wall
727291,185.45795011365945,,,302.0,wall
727292,200.52822956329408,,,267.0,wall
727293,309.6417817462962,,,302.0,wall
727294,106.50000000000178,,,302.0,wall
727366,560.3464379411112,,,302.0,wall
727367,990.000000000003,,,302.0,wall
727368,151.95166695903671,,,302.0,wall
727369,277.1700113095949,,,302.0,wall
727370,629.3391881618024,,,302.0,wall
727371,367.49999999999983,,,267.0,wall
727372,372.4990206766463,,,267.0,wall
727373,372.49902067485255,,,267.0,wall
727374,220.54735371394983,,,267.0,wall
727375,610.0000000000028,,,267.0,wall
727376,114.9999999911425,,,267.0,wall
727377,390.52683493858854,,,267.0,wall
727378,112.94112705554933,,,267.0,wall
727379,180.0,,,267.0,wall
727380,112.94112705554925,,,267.0,wall
727381,72.84741727125818,,,267.0,wall
727382,286.85588004332476,,,267.0,wall
727383,606.4999999999994,,,267.0,wall
727384,470.12097328748047,,,302.0,wall
727385,114.9999999911039,,,267.0,wall
727387,603.9999999999999,,,302.0,wall
727388,382.03053064699134,,,302.0,wall
727389,225.52822956329553,,,302.0,wall
727390,169.45166695789231,,,302.0,wall
727391,185.45795011365945,,,302.0,wall
727392,200.52822956329408,,,267.0,wall
727393,309.6417817462962,,,302.0,wall
727394,106.50000000000178,,,302.0,wall
727505,560.3464379411112,,,302.0,wall
727506,990.000000000003,,,302.0,wall
727507,151.95166695903671,,,302.0,wall
727508,277.1700113095949,,,302.0,wall
727509,629.6085632751228,,,302.0,wall
727510,367.49999999999983,,,267.0,wall
727511,372.4990206766463,,,267.0,wall
727512,372.49902067485255,,,267.0,wall
727513,220.54735371394983,,,267.0,wall
727514,610.0000000000028,,,267.0,wall
727515,114.9999999911425,,,267.0,wall
727516,390.52683493858854,,,267.0,wall
727517,112.94112705554933,,,267.0,wall
727518,180.0,,,267.0,wall
727519,112.94112705554925,,,267.0,wall
727520,72.84741727125824,,,267.0,wall
727521,286.85588004332476,,,267.0,wall
