id,head_height,mark,classification
1586272,385.00000000000006,827,window
1586273,385.00000000000006,828,window
1586274,385.00000000000006,829,window
1586280,385.00000000000006,830,window
1586281,385.00000000000006,831,window
1586282,385.00000000000006,832,window
1586283,385.00000000000006,833,window
1586284,385.00000000000006,834,window
1586290,385.00000000000006,835,window
1586291,385.00000000000006,836,window
1586292,385.00000000000006,837,window
1586293,385.00000000000006,838,window
1586294,385.00000000000006,839,window
1586300,385.00000000000006,840,window
1586301,385.00000000000006,841,window
1586302,385.00000000000006,842,window
1586303,385.00000000000006,843,window
1586304,385.00000000000006,844,window
1586310,385.00000000000006,845,window
1586311,385.00000000000006,846,window
1586312,385.00000000000006,847,window
1586313,385.00000000000006,848,window
1586314,385.00000000000006,849,window
1586320,385.00000000000006,850,window
1586321,385.00000000000006,851,window
1586322,385.00000000000006,852,window
1586323,385.00000000000006,853,window
1586324,385.00000000000006,854,window
1586330,385.00000000000006,855,window
1586331,385.00000000000006,856,window
1586332,385.00000000000006,857,window
1586333,385.00000000000006,858,window
1586334,385.00000000000006,859,window
1586340,385.00000000000006,860,window
1586341,385.00000000000006,861,window
1586342,385.00000000000006,862,window
1586343,385.00000000000006,863,window
1586344,385.00000000000006,864,window
1586350,385.00000000000006,865,window
1586351,385.00000000000006,866,window
1586352,385.00000000000006,867,window
1586353,385.00000000000006,868,window
1586354,385.00000000000006,869,window
1586360,385.00000000000006,870,window
1586361,385.00000000000006,871,window
1586362,385.00000000000006,872,window
1586363,385.00000000000006,873,window
1586364,385.00000000000006,874,window
1586370,385.00000000000006,875,window
1586371,385.00000000000006,876,window
1586372,385.00000000000006,877,window
1586373,385.00000000000006,878,window
1586374,385.00000000000006,879,window
1586380,385.00000000000006,880,window
1586381,385.00000000000006,881,window
1586382,385.00000000000006,882,window
1586383,385.00000000000006,883,window
1586384,385.00000000000006,884,window
1586390,385.00000000000006,885,window
1586391,385.00000000000006,886,window
1586392,385.00000000000006,887,window
1586393,385.00000000000006,888,window
1586394,385.00000000000006,889,window
1586400,385.00000000000006,890,window
1586401,385.00000000000006,891,window
1586402,385.00000000000006,892,window
1586403,385.00000000000006,893,window
1586404,385.00000000000006,894,window
1586410,385.00000000000006,895,window
1586411,385.00000000000006,896,window
1586412,385.00000000000006,897,window
1586413,385.00000000000006,898,window
1586414,385.00000000000006,899,window
1586420,385.00000000000006,900,window
1586421,385.00000000000006,901,window
1586422,385.00000000000006,902,window
1586423,385.00000000000006,903,window
1586424,385.00000000000006,904,window
1586430,385.00000000000006,905,window
1586431,385.00000000000006,906,window
1586432,385.00000000000006,907,window
1586433,385.00000000000006,908,window
1586434,385.00000000000006,909,window
1586719,385.00000000000006,920,window
1587528,385.00000000000006,464,window
1587535,385.00000000000006,511,window
1587542,385.00000000000006,744,window
1587549,385.00000000000006,777,window
1587556,385.00000000000006,781,window
1587563,385.00000000000006,785,window
1587570,385.00000000000006,789,window
1587577,385.00000000000006,798,window
1587584,385.00000000000006,912,window
1587591,385.00000000000006,916,window
1588710,385.0,929,window
1588912,385.0,930,window
1588972,385.0,931,window
1589067,385.0,932,window
1589068,385.0,933,window
1590110,385.0,934,window
1590112,385.0,935,window
1590113,385.0,936,window
1590114,385.0,937,window
1590115,385.0,938,window
1590143,385.0,957,window
1590145,385.0,958,window
1590146,385.0,959,window
1590147,385.0,960,window
1590148,385.0,961,window
1590176,385.0,967,window
1590178,385.0,968,window
1590179,385.0,973,window
1590180,385.0,974,window
1590181,385.0,975,window
1590207,385.0,981,window
1590209,385.0,982,window
1590210,385.0,983,window
1590211,385.0,984,window
1590212,385.0,985,window
1590238,385.0,991,window
1590240,385.0,992,window
1590241,385.0,993,window
1590242,385.0,994,window
1590243,385.0,995,window
1590269,385.0,1001,window
1590271,385.0,1002,window
1590272,385.0,1003,window
1590273,385.0,1004,window
1590274,385.0,1005,window
1590300,385.0,1011,window
1590302,385.0,1012,window
1590303,385.0,1013,window
1590304,385.0,1014,window
1590305,385.0,1015,window
1590331,385.0,1021,window
1590333,385.0,1022,window
1590334,385.0,1023,window
1590335,385.0,1024,window
1590336,385.0,1025,window
1590362,385.0,1031,window
1590364,385.0,1032,window
1590365,385.0,1033,window
1590366,385.0,1034,window
1590367,385.0,1035,window
1591184,384.99999999999994,1041,window
1591284,385.0,1042,window
1591330,384.9999999999998,1043,window
1591379,385.0,1044,window
1591635,384.99999999999994,1046,window
1591637,385.0,1047,window
1591638,384.9999999999998,1048,window
1591639,385.0,1049,window
1591642,384.99999999999994,1051,window
1591644,385.0,1052,window
1591645,384.9999999999998,1053,window
1591646,385.0,1054,window
1591649,384.99999999999994,1056,window
1591651,385.0,1057,window
1591652,384.9999999999998,1058,window
1591653,385.0,1059,window
1591656,384.99999999999994,1061,window
1591658,385.0,1062,window
1591659,384.9999999999998,1063,window
1591660,385.0,1064,window
1591663,384.99999999999994,1066,window
1591665,385.0,1067,window
1591666,384.9999999999998,1068,window
1591667,385.0,1069,window
1591670,384.99999999999994,1071,window
1591672,385.0,1072,window
1591673,384.9999999999998,1073,window
1591674,385.0,1074,window
1591677,384.99999999999994,1078,window
1591679,385.0,1081,window
1591680,384.9999999999998,1082,window
1591681,385.0,1083,window
1591684,384.99999999999994,1085,window
1591686,385.0,1086,window
1591687,384.9999999999998,1087,window
1591688,385.0,1088,window
1591691,384.99999999999994,1090,window
1591693,385.0,1099,window
1591694,384.9999999999998,1100,window
1591695,385.0,1101,window
1592170,385.0000000000003,1103,window
1592171,385.0000000000003,1104,window
1592172,385.0000000000003,1105,window
1592173,385.0000000000003,1106,window
1592174,385.0000000000003,1107,window
1592221,385.0000000000003,1108,window
1592222,385.0000000000003,1109,window
1592223,385.0000000000003,1110,window
1592224,385.0000000000003,1111,window
1592225,385.0000000000003,1112,window
1592330,384.99999999999983,1113,window
1592331,385.0000000000003,1114,window
1592333,385.0000000000003,1115,window
1592334,385.0000000000003,1116,window
1592714,385.0,1123,window
1592716,385.0,1124,window
1592717,385.0,1125,window
1592718,384.99999999999983,1126,window
1592719,384.99999999999983,1127,window
1593261,384.99999999999983,769,window
1593263,385.0,770,window
1593265,384.99999999999983,1037,window
1593266,384.99999999999983,1038,window
1593836,405.0,1039,window
1593837,405.0,1040,window
1593838,405.0,1118,window
1593839,405.0,1119,window
1593840,405.0,1120,window
1593976,405.0,1121,window
1593978,405.0,1122,window
1593980,405.0,1129,window
1593981,405.0,1130,window
1607819,235.00000000000028,1244,window
1610500,235.00000000000028,1243,window
1611057,212.00000000000003,1131,window
1612474,235.00000000000028,1134,window
1612475,235.00000000000028,1135,window
1612522,235.00000000000017,1136,window
1612523,235.00000000000017,1137,window
1612839,235.00000000000017,1146,window
1612840,235.00000000000017,1147,window
1612854,235.00000000000017,1156,window
1612855,235.00000000000017,1157,window
1613625,209.99999999999807,1169,window
1613695,212.0000000000251,1179,window
1614073,295.0,1182,window
1622483,206.08739970607314,1184,window
1622704,206.08739970606968,1185,window
1623086,206.09,1186,window
1641111,206.09,924,window
1707706,206.087399706113,925,window
1736908,263.0,1281,window
1737230,207.0,1279,window
1738639,207.0,396,window
1967484,229.9999999999996,508,window
1968474,229.9999999999996,509,window
2025655,385.00000000000006,776,window
2025804,385.00000000000006,779,window
2025807,385.00000000000006,782,window
2025810,385.00000000000006,784,window
2025813,385.00000000000006,787,window
2025816,385.00000000000006,795,window
2025819,385.00000000000006,797,window
2025822,385.00000000000006,910,window
2025825,385.00000000000006,913,window
2025828,385.00000000000006,915,window
2025831,385.00000000000006,918,window
2100783,203.00000000001862,591,window
2341762,370.0,1075,window
2791044,260.0,954,window
2833734,203.00000000001006,397,window
2833735,203.00000000000898,398,window
2833736,202.99999999997016,399,window
2833737,203.0,400,window
2833738,206.99999999996513,460,window
2833739,206.0,461,window
2833740,214.00000000000003,462,window
2833743,211.00000000000375,471,window
2833760,385.00000000000006,472,window
2833761,385.00000000000006,473,window
2833762,385.00000000000006,475,window
2833763,385.00000000000006,482,window
2833764,385.00000000000006,483,window
3044916,235.00000000000017,630,window
3044917,235.00000000000017,631,window
3044927,212.0000000000001,633,window
3051460,235.00000000000017,636,window
3051461,235.00000000000017,637,window
3052541,235.00000000000017,731,window
3052542,235.00000000000017,733,window
3052552,212.0000000000001,741,window
3052986,235.00000000000017,767,window
3052987,235.00000000000017,768,window
3055160,235.00000000000017,804,window
3055161,235.00000000000017,922,window
3055670,235.00000000000017,941,window
3055671,235.00000000000017,942,window
3055681,209.99999999999807,962,window
3056541,235.00000000000017,970,window
3056542,235.00000000000017,971,window
3057163,235.00000000000017,980,window
3057164,235.00000000000017,986,window
3057174,209.99999999999807,988,window
3198131,235.0,969,window
3198136,235.0,1000,window
3306990,263.0,1006,window
3307395,263.0,1007,window
3493926,288.00000000000006,751,window
3493928,288.00000000000006,333,window
3493931,240.0,334,window
3493936,240.0,335,window
3494503,264.9999999999995,1260,window
3494504,275.0,337,window
3561136,203.0,1821,window
3561403,203.0,1008,window
3561406,203.0,1009,window
3561409,203.0,1010,window
3561412,203.0,1016,window
3561415,203.0,1017,window
3561418,203.0,1018,window
3561421,203.0,1019,window
3561424,203.0,1020,window
3561427,203.0,1026,window
3569907,203.0000000000001,1027,window
3614260,385.0,1128,window
3625818,379.9999999999999,484,window
3625902,379.99999999999994,486,window
3626326,379.9999999999999,414,window
3626327,379.99999999999994,425,window
3626332,379.9999999999999,430,window
3626333,379.99999999999994,435,window
3626335,379.9999999999999,495,window
3626336,379.99999999999994,496,window
3626338,379.9999999999999,497,window
3626339,379.99999999999994,499,window
3626341,379.9999999999999,506,window
3626342,379.99999999999994,592,window
3626344,379.9999999999999,595,window
3626345,379.99999999999994,596,window
3626347,379.9999999999999,620,window
3626348,379.99999999999994,621,window
3626350,379.9999999999999,752,window
3626351,379.99999999999994,753,window
3626353,379.9999999999999,759,window
3626354,379.99999999999994,778,window
3626356,379.9999999999999,780,window
3626357,379.99999999999994,783,window
3626570,379.9999999999999,786,window
3626873,379.9999999999999,1045,window
3626875,379.9999999999999,1055,window
3626877,379.9999999999999,1060,window
3626879,379.9999999999999,1065,window
3626881,379.9999999999999,1070,window
3626883,379.9999999999999,1076,window
3626885,379.9999999999999,1084,window
3626887,379.9999999999999,1089,window
3626889,379.9999999999999,1102,window
3632346,380.0000000000002,1139,window
3632728,379.9999999999998,1117,window
3686296,185.00000000000006,1842,window
3686299,199.99999999999983,1843,window
3687840,185.00000000000006,1140,window
3687843,199.99999999999983,1141,window
3687882,185.00000000000006,1142,window
3687885,199.99999999999983,1143,window
3687924,185.00000000000006,1144,window
3687927,199.99999999999983,1145,window
3687966,185.00000000000006,1148,window
3687969,199.99999999999983,1149,window
3718606,185.00000000000006,1150,window
3718609,199.99999999999983,1151,window
3719028,185.00000000000006,1152,window
3719031,199.99999999999983,1153,window
3719051,185.00000000000006,1154,window
3719054,199.99999999999983,1155,window
3719074,185.00000000000006,1160,window
3719077,199.99999999999983,1161,window
3719097,185.00000000000006,1162,window
3719100,199.99999999999983,1163,window
3719269,185.00000000000006,1164,window
3719272,199.99999999999983,1165,window
3719584,185.00000000000006,1166,window
3719587,199.99999999999983,1167,window
3733610,185.00000000000006,1170,window
3733613,199.99999999999983,1171,window
3814981,295.00000000000006,1172,window
3814984,295.00000000000006,1173,window
3814987,294.99999999999983,1174,window
3814990,294.99999999999983,1175,window
3820172,405.0,1133,window
3829508,135.0000000000001,1138,window
3829820,135.0000000000001,1159,window
3829838,135.0000000000001,1177,window
3844355,140.0,911,window
3846561,295.0,914,window
3862157,300.0,1240,window
3992648,210.0000000000002,215,window
3993106,210.0000000000002,217,window
3993166,184.99999999999991,218,window
3993256,210.0000000000002,219,window
3993422,210.0000000000002,220,window
3993476,184.99999999999991,221,window
3995466,210.0000000000002,268,window
3995527,210.0000000000002,269,window
3996447,160.0,175,window
3996448,160.0,176,window
4000328,129.99999999984192,324,window
4000369,129.99999999992346,216,window
4000414,129.99999999992346,204,window
4000643,129.99999999984192,203,window
4000670,129.99999999984192,196,window
4000686,279.99999999984226,135,window
4000695,154.99999999984212,917,window
4000714,279.99999999984226,149,window
4000743,279.99999999984215,150,window
4001957,129.99999999992335,919,window
