id,xmax,ymax,zmax,xmin,ymin,zmin,length,height,width
418055,-1240.49400005461,583.707923769244,847.839999999967,-1589.02453070161,301.566142022947,603.999999999967
418636,73.7968624607151,286.566142022947,847.839999999967,-279.733668186276,4.06614202293528,603.999999999967
418648,-1240.49400005462,286.566142022947,847.839999999967,-1594.02453070161,4.06614202294909,603.999999999967
458912,73.8565722847153,284.066142022948,4184.84,-275.733668186277,4.06614202294873,3941
483293,68.7968624607157,583.707923769244,847.839999999967,-279.733668186276,301.566142022947,603.999999999967
1002781,-166.785582655685,-351.018660476931,847.839999999967,-446.785582655685,-721.018660476932,603.999999999967
1079046,-1240.49400005461,583.707923769244,1451.83999999997,-1589.02453070161,301.566142022947,1207.99999999997
1079049,73.7968624607151,286.566142022947,1451.83999999997,-279.733668186276,4.06614202293528,1207.99999999997
1079057,-1240.49400005462,286.566142022947,1451.83999999997,-1594.02453070161,4.06614202294909,1207.99999999997
1079086,68.7968624607157,583.707923769244,1451.83999999997,-279.733668186276,301.566142022947,1207.99999999997
1079111,-166.785582655685,-351.018660476931,1451.83999999997,-446.785582655685,-721.018660476932,1207.99999999997
1079185,-1240.49400005461,583.707923769244,1753.83999999997,-1589.02453070161,301.566142022947,1509.99999999997
1079188,73.7968624607151,286.566142022947,1753.83999999997,-279.733668186276,4.06614202293528,1509.99999999997
1079196,-1240.49400005462,286.566142022947,1753.83999999997,-1594.02453070161,4.06614202294909,1509.99999999997
1079225,68.7968624607157,583.707923769244,1753.83999999997,-279.733668186276,301.566142022947,1509.99999999997
1079250,-166.785582655685,-351.018660476931,1753.83999999997,-446.785582655685,-721.018660476932,1509.99999999997
1079383,-1240.49400005461,583.707923769244,2055.83999999997,-1589.02453070161,301.566142022947,1811.99999999997
1079386,73.7968624607151,286.566142022947,2055.83999999997,-279.733668186276,4.06614202293528,1811.99999999997
1079394,-1240.49400005462,286.566142022947,2055.83999999997,-1594.02453070161,4.06614202294909,1811.99999999997
1079423,68.7968624607157,583.707923769244,2055.83999999997,-279.733668186276,301.566142022947,1811.99999999997
1079448,-166.785582655685,-351.018660476931,2055.83999999997,-446.785582655685,-721.018660476932,1811.99999999997
1079581,-1240.49400005461,583.707923769244,2357.83999999997,-1589.02453070161,301.566142022947,2113.99999999997
1079584,73.7968624607151,286.566142022947,2357.83999999997,-279.733668186276,4.06614202293528,2113.99999999997
1079592,-1240.49400005462,286.566142022947,2357.83999999997,-1594.02453070161,4.06614202294909,2113.99999999997
1079621,68.7968624607157,583.707923769244,2357.83999999997,-279.733668186276,301.566142022947,2113.99999999997
1079646,-166.785582655685,-351.018660476931,2357.83999999997,-446.785582655685,-721.018660476932,2113.99999999997
1107478,-1240.49400005461,583.707923769244,2659.83999999997,-1589.02453070161,301.566142022947,2415.99999999997
1107481,73.7968624607151,286.566142022947,2659.83999999997,-279.733668186276,4.06614202293528,2415.99999999997
1107489,-1240.49400005462,286.566142022947,2659.83999999997,-1594.02453070161,4.06614202294909,2415.99999999997
1107518,68.7968624607157,583.707923769244,2659.83999999997,-279.733668186276,301.566142022947,2415.99999999997
1107543,-166.785582655685,-351.018660476931,2659.83999999997,-446.785582655685,-721.018660476932,2415.99999999997
1107568,-1240.49400005461,583.707923769244,2961.83999999997,-1589.02453070161,301.566142022947,2717.99999999997
1107571,73.7968624607151,286.566142022947,2961.83999999997,-279.733668186276,4.06614202293528,2717.99999999997
1107579,-1240.49400005462,286.566142022947,2961.83999999997,-1594.02453070161,4.06614202294909,2717.99999999997
1107608,68.7968624607157,583.707923769244,2961.83999999997,-279.733668186276,301.566142022947,2717.99999999997
1107633,-166.785582655685,-351.018660476931,2961.83999999997,-446.785582655685,-721.018660476932,2717.99999999997
1107658,-1240.49400005461,583.707923769244,3263.83999999997,-1589.02453070161,301.566142022947,3019.99999999997
1107661,73.7968624607151,286.566142022947,3263.83999999997,-279.733668186276,4.06614202293528,3019.99999999997
1107669,-1240.49400005462,286.566142022947,3263.83999999997,-1594.02453070161,4.06614202294909,3019.99999999997
1107698,68.7968624607157,583.707923769244,3263.83999999997,-279.733668186276,301.566142022947,3019.99999999997
1107723,-166.785582655685,-351.018660476931,3263.83999999997,-446.785582655685,-721.018660476932,3019.99999999997
1107748,-1240.49400005461,583.707923769244,3565.83999999997,-1589.02453070161,301.566142022947,3321.99999999997
1107751,73.7968624607151,286.566142022947,3565.83999999997,-279.733668186276,4.06614202293528,3321.99999999997
1107759,-1240.49400005462,286.566142022947,3565.83999999997,-1594.02453070161,4.06614202294909,3321.99999999997
